-1.14, -0.208
-1.11, -0.233
-1.09, -0.255
-1.06, -0.280
-1.03, -0.303
-1.00, -0.326
-0.978, -0.350
-0.950, -0.375
-0.923, -0.399
-0.896, -0.420
-0.869, -0.444
-0.843, -0.458
-0.801, -0.473
-0.780, -0.475
-0.733, -0.550
-0.699, -0.535
-0.672, -0.552
-0.644, -0.572
-0.617, -0.598
-0.589, -0.627
-0.563, -0.628
-0.534, -0.644
-0.508, -0.664
-0.481, -0.685
-0.454, -0.704
-0.427, -0.726
-0.399, -0.748
-0.372, -0.760
-0.345, -0.781
-0.318, -0.804
-0.290, -0.820
-0.262, -0.847
-0.239, -0.865
-0.161, -0.936
-0.134, -0.956
-0.107, -0.980
-0.0796, -1.01
-0.0523, -1.04
-0.0251, -1.07
0.00208, -1.10
0.0293, -1.13
0.0565, -1.16
0.0837, -1.19
0.111, -1.21
0.138, -1.23
0.165, -1.27
0.193, -1.30
0.220, -1.32
0.247, -1.36
0.274, -1.41
0.301, -1.47
0.329, -1.52
0.356, -1.59
0.383, -1.67
0.410, -1.75
0.438, -1.83
0.465, -1.87
0.492, -1.91
0.519, -1.88
0.546, -1.80
0.570, -1.75
