5.24, 4.06
5.70, 4.06
6.20, 4.04
6.75, 4.04
7.35, 4.04
8.00, 4.03
8.71, 4.01
9.49, 3.99
10.33, 3.97
11.24, 3.96
12.24, 3.95
13.32, 3.94
14.50, 3.92
15.79, 3.91
17.19, 3.90
18.71, 3.87
20.37, 3.86
22.18, 3.85
24.14, 3.84
26.28, 3.84
28.01, 3.85
32.50, 3.75
35.38, 3.73
38.51, 3.70
41.93, 3.66
45.64, 3.63
49.69, 3.60
54.09, 3.56
59.01, 3.53
64.10, 3.48
69.78, 3.45
75.97, 3.43
82.70, 3.40
90.03, 3.38
98.01, 3.37
106.70, 3.33
116.15, 3.31
126.18, 3.25
132.21, 3.19
141.51, 3.14
152.75, 3.10
160.28, 3.06
173.86, 3.04
189.27, 3.01
206.05, 2.97
224.31, 2.93
244.71, 2.89
265.27, 2.84
277.36, 2.77
290.01, 2.70
308.42, 2.65
330.20, 2.58
352.19, 2.54
365.52, 2.48
382.18, 2.44
406.45, 2.36
433.18, 2.29
460.68, 2.19
481.69, 2.12
499.39, 2.04
522.52, 1.97
535.63, 1.90
560.05, 1.84
570.85, 1.75
581.86, 1.68
620.13, 1.61
633.43, 1.52
662.31, 1.45
676.52, 1.39
715.92, 1.31
753.88, 1.24
800.05, 1.17
838.30, 1.10
882.12, 1.06
1023.45, 1.02
1102.39, 0.97
1200.10, 0.94
1309.23, 0.90
1422.25, 0.87
1515.77, 0.86
